,Unnamed: 0,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr
16195,16195,16195,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16200,16200,16200,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16205,16205,16205,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
16210,16210,16210,discuss,agree,agree,discuss,discuss,agree,agree
16215,16215,16215,unrelated,discuss,unrelated,unrelated,unrelated,agree,unrelated
16220,16220,16220,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16225,16225,16225,discuss,discuss,discuss,discuss,discuss,discuss,discuss
16230,16230,16230,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
16235,16235,16235,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16240,16240,16240,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16245,16245,16245,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
16250,16250,16250,discuss,agree,discuss,agree,agree,agree,agree
16255,16255,16255,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16260,16260,16260,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
16265,16265,16265,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16270,16270,16270,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16275,16275,16275,agree,agree,discuss,agree,discuss,agree,agree
16280,16280,16280,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16285,16285,16285,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16290,16290,16290,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
16295,16295,16295,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16300,16300,16300,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16305,16305,16305,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16310,16310,16310,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16315,16315,16315,discuss,discuss,discuss,discuss,discuss,discuss,discuss
16320,16320,16320,agree,agree,discuss,agree,agree,agree,agree
16325,16325,16325,discuss,discuss,discuss,discuss,discuss,agree,discuss
16330,16330,16330,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16335,16335,16335,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16340,16340,16340,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16345,16345,16345,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16350,16350,16350,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16355,16355,16355,agree,agree,discuss,agree,agree,agree,agree
16360,16360,16360,discuss,discuss,discuss,agree,agree,agree,agree
16365,16365,16365,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16370,16370,16370,discuss,discuss,unrelated,discuss,discuss,agree,discuss
16375,16375,16375,unrelated,discuss,unrelated,unrelated,unrelated,discuss,unrelated
16380,16380,16380,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16385,16385,16385,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16390,16390,16390,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16395,16395,16395,unrelated,unrelated,unrelated,agree,unrelated,agree,unrelated
16400,16400,16400,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16405,16405,16405,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16410,16410,16410,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16415,16415,16415,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16420,16420,16420,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16425,16425,16425,discuss,discuss,discuss,agree,agree,agree,agree
16430,16430,16430,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
16435,16435,16435,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16440,16440,16440,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16445,16445,16445,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16450,16450,16450,discuss,discuss,discuss,discuss,discuss,agree,discuss
16455,16455,16455,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16460,16460,16460,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16465,16465,16465,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16470,16470,16470,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16475,16475,16475,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16480,16480,16480,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16485,16485,16485,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16490,16490,16490,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16495,16495,16495,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16500,16500,16500,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16505,16505,16505,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16510,16510,16510,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16515,16515,16515,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16520,16520,16520,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16525,16525,16525,discuss,agree,discuss,agree,discuss,agree,discuss
16530,16530,16530,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16535,16535,16535,discuss,agree,discuss,discuss,discuss,agree,discuss
16540,16540,16540,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16545,16545,16545,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16550,16550,16550,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated
16555,16555,16555,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16560,16560,16560,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16565,16565,16565,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16570,16570,16570,discuss,discuss,agree,discuss,discuss,unrelated,discuss
16575,16575,16575,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16580,16580,16580,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16585,16585,16585,discuss,agree,discuss,agree,agree,agree,agree
16590,16590,16590,agree,discuss,discuss,discuss,discuss,discuss,discuss
16595,16595,16595,discuss,agree,discuss,agree,agree,unrelated,agree
16600,16600,16600,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16605,16605,16605,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16610,16610,16610,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16615,16615,16615,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16620,16620,16620,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16625,16625,16625,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16630,16630,16630,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
16635,16635,16635,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16640,16640,16640,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
16645,16645,16645,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16650,16650,16650,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
16655,16655,16655,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16660,16660,16660,discuss,discuss,discuss,agree,agree,agree,agree
16665,16665,16665,discuss,discuss,discuss,discuss,discuss,discuss,discuss
16670,16670,16670,agree,discuss,discuss,discuss,discuss,agree,discuss
16675,16675,16675,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16680,16680,16680,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16685,16685,16685,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16690,16690,16690,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16695,16695,16695,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16700,16700,16700,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16705,16705,16705,disagree,unrelated,unrelated,discuss,discuss,agree,unrelated
16710,16710,16710,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16715,16715,16715,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16720,16720,16720,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
16725,16725,16725,discuss,discuss,discuss,discuss,discuss,agree,discuss
16730,16730,16730,discuss,discuss,discuss,agree,discuss,agree,discuss
16735,16735,16735,agree,discuss,unrelated,disagree,discuss,disagree,discuss
16740,16740,16740,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16745,16745,16745,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16750,16750,16750,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16755,16755,16755,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16760,16760,16760,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16765,16765,16765,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16770,16770,16770,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16775,16775,16775,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16780,16780,16780,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16785,16785,16785,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16790,16790,16790,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16795,16795,16795,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16800,16800,16800,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16805,16805,16805,agree,agree,discuss,agree,agree,unrelated,agree
16810,16810,16810,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16815,16815,16815,agree,agree,agree,agree,agree,agree,agree
16820,16820,16820,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16825,16825,16825,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16830,16830,16830,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16835,16835,16835,agree,agree,agree,agree,discuss,agree,discuss
16840,16840,16840,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16845,16845,16845,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated
16850,16850,16850,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16855,16855,16855,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16860,16860,16860,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16865,16865,16865,discuss,discuss,agree,discuss,discuss,unrelated,discuss
16870,16870,16870,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16875,16875,16875,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16880,16880,16880,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16885,16885,16885,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16890,16890,16890,agree,agree,agree,agree,agree,agree,agree
16895,16895,16895,discuss,agree,discuss,discuss,discuss,agree,discuss
16900,16900,16900,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16905,16905,16905,agree,agree,agree,agree,discuss,unrelated,agree
16910,16910,16910,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16915,16915,16915,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16920,16920,16920,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16925,16925,16925,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16930,16930,16930,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
16935,16935,16935,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16940,16940,16940,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16945,16945,16945,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16950,16950,16950,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16955,16955,16955,agree,discuss,agree,agree,discuss,agree,discuss
16960,16960,16960,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16965,16965,16965,discuss,discuss,discuss,discuss,discuss,agree,discuss
16970,16970,16970,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16975,16975,16975,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16980,16980,16980,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16985,16985,16985,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16990,16990,16990,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
16995,16995,16995,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17000,17000,17000,disagree,agree,agree,agree,discuss,agree,discuss
17005,17005,17005,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17010,17010,17010,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17015,17015,17015,discuss,discuss,discuss,discuss,discuss,agree,discuss
17020,17020,17020,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17025,17025,17025,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17030,17030,17030,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17035,17035,17035,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17040,17040,17040,discuss,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17045,17045,17045,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17050,17050,17050,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17055,17055,17055,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17060,17060,17060,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17065,17065,17065,agree,discuss,agree,agree,agree,agree,agree
17070,17070,17070,discuss,discuss,discuss,agree,discuss,agree,discuss
17075,17075,17075,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17080,17080,17080,discuss,agree,discuss,agree,agree,agree,agree
17085,17085,17085,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17090,17090,17090,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17095,17095,17095,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17100,17100,17100,unrelated,discuss,unrelated,unrelated,unrelated,agree,unrelated
17105,17105,17105,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17110,17110,17110,agree,discuss,discuss,discuss,discuss,discuss,discuss
17115,17115,17115,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17120,17120,17120,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17125,17125,17125,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17130,17130,17130,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17135,17135,17135,discuss,discuss,discuss,discuss,discuss,agree,discuss
17140,17140,17140,disagree,unrelated,unrelated,discuss,discuss,agree,unrelated
17145,17145,17145,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17150,17150,17150,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17155,17155,17155,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17160,17160,17160,agree,agree,agree,agree,agree,agree,agree
17165,17165,17165,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17170,17170,17170,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17175,17175,17175,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17180,17180,17180,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17185,17185,17185,disagree,agree,agree,discuss,discuss,disagree,agree
17190,17190,17190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17195,17195,17195,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17200,17200,17200,agree,agree,agree,agree,agree,agree,agree
17205,17205,17205,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17210,17210,17210,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17215,17215,17215,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17220,17220,17220,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
