,Stance,solat,athene,uclmr,solat_tree,solat_deep,mix_solat_uclmr
15538,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15539,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15541,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15542,agree,agree,discuss,discuss,discuss,agree,discuss
15543,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15544,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15546,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
15547,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15548,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15549,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15551,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15552,unrelated,discuss,discuss,unrelated,discuss,discuss,unrelated
15553,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15554,discuss,discuss,discuss,discuss,discuss,agree,discuss
15556,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15557,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15558,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15559,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15561,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15562,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15563,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15564,discuss,discuss,discuss,discuss,discuss,agree,discuss
15566,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15567,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15568,discuss,discuss,discuss,discuss,discuss,agree,discuss
15569,agree,discuss,discuss,discuss,discuss,agree,discuss
15571,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15572,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15573,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15574,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15576,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15577,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15578,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15579,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15581,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15582,discuss,discuss,discuss,discuss,discuss,disagree,discuss
15583,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15584,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15586,agree,discuss,discuss,discuss,discuss,unrelated,discuss
15587,disagree,discuss,discuss,discuss,discuss,unrelated,discuss
15588,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15589,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15591,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15592,discuss,discuss,discuss,discuss,discuss,agree,discuss
15593,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15594,discuss,discuss,discuss,discuss,discuss,agree,discuss
15596,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15597,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15598,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15599,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15601,discuss,unrelated,discuss,agree,discuss,unrelated,agree
15602,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15603,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15604,discuss,agree,discuss,agree,agree,unrelated,agree
15606,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15607,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15608,unrelated,agree,unrelated,agree,agree,unrelated,agree
15609,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15611,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15612,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15613,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15614,agree,agree,agree,agree,agree,disagree,agree
15616,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15617,disagree,discuss,agree,agree,discuss,unrelated,agree
15618,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15619,disagree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15621,agree,agree,discuss,discuss,discuss,agree,discuss
15622,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15623,discuss,discuss,disagree,agree,discuss,discuss,discuss
15624,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15626,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15627,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15628,disagree,discuss,discuss,discuss,discuss,agree,discuss
15629,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15631,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15632,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15633,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15634,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15636,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15637,agree,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15638,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15639,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15641,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15642,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15643,discuss,agree,discuss,discuss,agree,disagree,agree
15644,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15646,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15647,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15648,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15649,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15651,discuss,discuss,discuss,discuss,discuss,agree,discuss
15652,agree,discuss,discuss,discuss,discuss,unrelated,discuss
15653,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15654,agree,discuss,unrelated,agree,discuss,agree,agree
15656,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15657,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15658,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15659,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15661,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15662,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15663,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15664,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15666,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15667,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15668,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15669,discuss,agree,agree,agree,agree,agree,agree
15671,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15672,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15673,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15674,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15676,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15677,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15678,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
15679,agree,discuss,discuss,discuss,discuss,discuss,discuss
15681,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15682,discuss,agree,discuss,agree,agree,unrelated,agree
15683,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15684,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15686,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15687,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15688,agree,agree,agree,agree,agree,agree,agree
15689,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15691,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15692,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15693,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15694,discuss,agree,discuss,discuss,discuss,agree,discuss
15696,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15697,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15698,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15699,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15701,agree,agree,discuss,discuss,agree,agree,agree
15702,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15703,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15704,unrelated,discuss,discuss,unrelated,discuss,discuss,discuss
15706,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15707,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
15708,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15709,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15711,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15712,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15713,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15714,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15716,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15717,disagree,discuss,agree,discuss,discuss,agree,discuss
15718,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15719,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15721,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15722,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15723,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15724,discuss,discuss,discuss,discuss,discuss,agree,discuss
15726,discuss,agree,agree,agree,agree,discuss,agree
15727,discuss,agree,discuss,discuss,agree,agree,agree
15728,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15729,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15731,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15732,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15733,discuss,discuss,discuss,discuss,discuss,agree,discuss
15734,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15736,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15737,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15738,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15739,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15741,discuss,discuss,discuss,discuss,discuss,disagree,discuss
15742,discuss,agree,discuss,discuss,discuss,agree,discuss
15743,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15744,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15746,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15747,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15748,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15749,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15751,discuss,agree,discuss,discuss,agree,agree,discuss
15752,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15753,discuss,discuss,discuss,discuss,discuss,agree,discuss
15754,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15756,discuss,discuss,discuss,discuss,discuss,agree,discuss
15757,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
15758,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15759,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15761,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15762,agree,agree,agree,agree,agree,agree,agree
15763,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15764,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15766,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15767,disagree,unrelated,agree,agree,unrelated,agree,agree
15768,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15769,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
15771,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15772,discuss,agree,discuss,discuss,agree,disagree,agree
15773,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15774,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15776,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15777,agree,agree,discuss,discuss,discuss,agree,discuss
15778,discuss,discuss,discuss,discuss,discuss,agree,discuss
15779,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15781,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15782,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15783,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15784,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15786,agree,agree,agree,discuss,agree,agree,agree
15787,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15788,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15789,agree,discuss,discuss,agree,discuss,unrelated,discuss
15791,discuss,discuss,unrelated,unrelated,discuss,agree,discuss
15792,discuss,unrelated,discuss,unrelated,unrelated,agree,unrelated
15793,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15794,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15796,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15797,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15798,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15799,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15801,agree,unrelated,unrelated,discuss,unrelated,disagree,unrelated
15802,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15803,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15804,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15806,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15807,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15808,agree,discuss,unrelated,unrelated,discuss,unrelated,unrelated
15809,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15811,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15812,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15813,discuss,discuss,discuss,discuss,discuss,disagree,discuss
15814,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15816,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15817,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15818,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15819,agree,agree,unrelated,agree,discuss,agree,discuss
15821,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15822,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15823,discuss,discuss,discuss,discuss,discuss,disagree,discuss
15824,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15826,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15827,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15828,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15829,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15831,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
15832,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15833,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15834,discuss,discuss,discuss,discuss,discuss,agree,discuss
15836,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15837,discuss,discuss,discuss,discuss,discuss,discuss,discuss
15838,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15839,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
15841,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
